Data_Venda,ID_Subcategoria,ID_Cidade,ID,Custo_UnitArio,Preco_Unitario,Quantidade,Valor_Desconto
2017-01-01,6,554,20070101111467,13.1,25.69,1,3.8535
2017-01-01,6,521,20070101712807,13.1,25.69,1,5.138
2017-01-01,6,472,20070101711307,13.1,25.69,1,1.2845
2017-01-01,6,610,20070101811087,13.1,25.69,1,1.2845
2017-01-01,6,610,20070101511087,13.1,25.69,1,1.2845
2017-01-01,10,535,20070101311067,58.36,126.9,1,6.345
2017-01-01,9,535,20070101311067,216.12,469.97,1,23.4985
2017-01-01,10,595,20070101511347,58.36,126.9,1,25.38
2017-01-01,10,595,20070101811347,58.36,126.9,1,25.38
2017-01-01,9,467,20070101311037,216.12,469.97,1,23.4985
2017-01-01,9,467,20070101811037,216.12,469.97,1,23.4985
2017-01-01,9,595,20070101811347,216.12,469.97,1,93.994
2017-01-01,10,467,20070101311037,58.36,126.9,1,6.345
2017-01-01,10,467,20070101811037,58.36,126.9,1,6.345
2017-01-01,10,535,20070101811067,58.36,126.9,1,6.345
2017-01-01,10,485,20070101211387,58.36,126.9,1,25.38
2017-01-01,10,610,20070101511087,58.36,126.9,1,6.345
2017-01-01,10,610,20070101811087,58.36,126.9,1,6.345
2017-01-01,1,706,20070101711076,30.58,59.99,1,8.9985
2017-01-01,1,620,20070101812766,30.58,59.99,1,2.9995
2017-01-01,1,620,20070101312766,30.58,59.99,1,2.9995
2017-01-01,10,494,20070101211016,58.36,126.9,1,6.345
2017-01-01,10,511,20070101311136,58.36,126.9,1,6.345
2017-01-01,10,677,20070101811936,58.36,126.9,1,6.345
2017-01-01,1,529,20070101711406,30.58,59.99,1,11.998
2017-01-01,6,583,20070101514266,13.1,25.69,1,1.2845
2017-01-01,6,706,20070101711076,13.1,25.69,1,3.8535
2017-01-01,6,529,20070101711406,13.1,25.69,1,5.138
2017-01-01,6,500,20070101611066,13.1,25.69,1,1.2845
2017-01-01,6,620,20070101312766,13.1,25.69,1,1.2845
2017-01-01,6,620,20070101812766,13.1,25.69,1,1.2845
2017-01-01,18,494,20070101311016,50.47,99.0,1,4.95
2017-01-01,9,651,20070101311376,216.12,469.97,1,93.994
2017-01-01,9,651,20070101811376,216.12,469.97,1,93.994
2017-01-01,9,586,200701014CS427,216.12,469.97,1,93.994
2017-01-01,10,586,200701014CS427,58.36,126.9,1,25.38
2017-01-01,9,494,20070101211016,216.12,469.97,1,23.4985
2017-01-01,9,677,20070101811936,216.12,469.97,1,23.4985
2017-01-01,10,651,20070101311376,58.36,126.9,1,25.38
2017-01-01,10,516,20070101511036,58.36,126.9,1,6.345
2017-01-01,10,500,20070101511066,58.36,126.9,1,6.345
2017-01-01,10,529,20070101411336,58.36,126.9,1,25.38
2017-01-01,10,651,20070101511376,58.36,126.9,1,25.38
2017-01-01,10,651,20070101811376,58.36,126.9,1,25.38
2017-01-01,1,615,20070101712655,30.58,59.99,1,11.998
2017-01-01,1,474,20070101511415,30.58,59.99,1,11.998
2017-01-01,1,474,20070101311415,30.58,59.99,1,11.998
2017-01-01,6,446,20070101711505,13.1,25.69,1,1.2845
2017-01-01,6,701,20070101514885,13.1,25.69,1,1.2845
2017-01-01,1,587,20070101511585,30.58,59.99,1,11.998
2017-01-01,1,430,20070101711175,30.58,59.99,1,2.9995
2017-01-01,10,500,20070101311935,58.36,126.9,1,6.345
2017-01-01,10,445,20070101511135,58.36,126.9,1,6.345
2017-01-01,10,445,20070101811135,58.36,126.9,1,6.345
2017-01-01,1,610,20070101513715,30.58,59.99,1,2.9995
2017-01-01,1,445,20070101311135,30.58,59.99,1,2.9995
2017-01-01,10,667,20070101311085,58.36,126.9,1,6.345
2017-01-01,6,587,20070101511585,13.1,25.69,1,5.138
2017-01-01,6,615,20070101712655,13.1,25.69,1,5.138
2017-01-01,6,662,20070101811245,13.1,25.69,1,5.138
2017-01-01,6,506,20070101811475,13.1,25.69,1,5.138
2017-01-01,6,497,20070101713845,13.1,25.69,1,5.138
2017-01-01,6,572,20070101211355,13.1,25.69,1,5.138
2017-01-01,6,474,20070101311415,13.1,25.69,1,5.138
2017-01-01,6,430,20070101711175,13.1,25.69,1,1.2845
2017-01-01,6,445,20070101311135,13.1,25.69,1,1.2845
2017-01-01,6,686,20070101711645,13.1,25.69,1,1.2845
2017-01-01,6,474,20070101511415,13.1,25.69,1,5.138
2017-01-01,6,610,20070101513715,13.1,25.69,1,1.2845
2017-01-01,6,505,20070101512015,13.1,25.69,1,1.2845
2017-01-01,10,445,20070101411135,58.36,126.9,1,6.345
2017-01-01,9,474,20070101811415,216.12,469.97,1,93.994
2017-01-01,9,445,20070101511135,216.12,469.97,1,23.4985
2017-01-01,9,445,20070101811135,216.12,469.97,1,23.4985
2017-01-01,10,639,20070101811335,58.36,126.9,1,25.38
2017-01-01,9,667,20070101311085,216.12,469.97,1,23.4985
2017-01-01,9,500,20070101311935,216.12,469.97,1,23.4985
2017-01-01,9,443,20070101311515,216.12,469.97,1,23.4985
2017-01-01,9,443,20070101211015,216.12,469.97,1,23.4985
2017-01-01,9,639,20070101311335,216.12,469.97,1,93.994
2017-01-01,9,639,20070101811335,216.12,469.97,1,93.994
2017-01-01,18,443,20070101311015,50.47,99.0,1,4.95
2017-01-01,9,443,20070101311015,216.12,469.97,1,23.4985
2017-01-01,9,443,20070101811015,216.12,469.97,1,23.4985
2017-01-01,10,443,20070101311015,58.36,126.9,1,6.345
2017-01-01,10,443,20070101211015,58.36,126.9,1,6.345
2017-01-01,10,470,20070101311945,58.36,126.9,1,6.345
2017-01-01,10,443,20070101311515,58.36,126.9,1,6.345
2017-01-01,10,443,20070101311155,58.36,126.9,1,6.345
2017-01-01,10,443,20070101811015,58.36,126.9,1,6.345
2017-01-01,10,700,20070101411345,58.36,126.9,1,25.38
2017-01-01,10,639,20070101211335,58.36,126.9,1,25.38
2017-01-01,10,639,20070101311335,58.36,126.9,1,25.38
2017-01-01,10,639,20070101511335,58.36,126.9,1,25.38
2017-01-01,10,496,20070101511435,58.36,126.9,1,25.38
2017-01-01,10,474,20070101811415,58.36,126.9,1,25.38
2017-01-01,10,474,20070101511415,58.36,126.9,1,25.38
2017-01-01,1,669,20070101713650,30.58,59.99,1,8.9985
2017-01-01,1,478,20070101711010,30.58,59.99,1,8.9985
2017-01-01,1,616,20070101412300,30.58,59.99,1,11.998
2017-01-01,1,437,20070101611430,30.58,59.99,1,11.998
2017-01-01,10,511,20070101811020,58.36,126.9,1,6.345
2017-01-01,10,443,20070101311140,58.36,126.9,1,6.345
2017-01-01,10,559,20070101211040,58.36,126.9,1,6.345
2017-01-01,10,511,20070101311020,58.36,126.9,1,6.345
2017-01-01,10,443,20070101211140,58.36,126.9,1,6.345
2017-01-01,1,529,20070101811340,30.58,59.99,1,11.998
2017-01-01,6,529,20070101811340,13.1,25.69,1,5.138
2017-01-01,6,616,20070101412300,13.1,25.69,1,5.138
2017-01-01,6,529,20070101411340,13.1,25.69,1,5.138
2017-01-01,6,529,20070101711340,13.1,25.69,1,5.138
2017-01-01,6,437,20070101611430,13.1,25.69,1,5.138
2017-01-01,6,445,20070101611260,13.1,25.69,1,1.2845
2017-01-01,1,529,20070101711340,30.58,59.99,1,11.998
2017-01-01,6,669,20070101713650,13.1,25.69,1,3.8535
2017-01-01,6,478,20070101711010,13.1,25.69,1,3.8535
2017-01-01,9,511,20070101311020,216.12,469.97,1,23.4985
2017-01-01,9,511,20070101811020,216.12,469.97,1,23.4985
2017-01-01,9,506,20070101811400,216.12,469.97,1,93.994
2017-01-01,17,511,20070101311020,188.13,369.0,1,18.45
2017-01-01,18,500,20070101311130,50.47,99.0,1,4.95
2017-01-01,9,559,20070101211040,216.12,469.97,1,23.4985
2017-01-01,9,532,20070101811350,216.12,469.97,1,93.994
2017-01-01,9,443,20070101311140,216.12,469.97,1,23.4985
2017-01-01,18,559,20070101311040,50.47,99.0,1,4.95
2017-01-01,9,506,20070101311400,216.12,469.97,1,93.994
2017-01-01,10,437,20070101511430,58.36,126.9,1,25.38
2017-01-01,10,506,20070101811400,58.36,126.9,1,25.38
2017-01-01,10,653,20070101811090,58.36,126.9,1,6.345
2017-01-01,10,653,20070101511090,58.36,126.9,1,6.345
2017-01-01,10,506,20070101311400,58.36,126.9,1,25.38
2017-01-01,10,532,20070101511350,58.36,126.9,1,25.38
2017-01-01,10,532,20070101811350,58.36,126.9,1,25.38
2017-01-01,10,506,20070101511400,58.36,126.9,1,25.38
2017-01-01,10,650,20070101511440,58.36,126.9,1,25.38
2017-01-01,1,530,20070101711439,30.58,59.99,1,11.998
2017-01-01,1,591,20070101811379,30.58,59.99,1,11.998
2017-01-01,6,697,20070101711109,13.1,25.69,1,3.8535
2017-01-01,10,442,20070101312419,58.36,126.9,1,6.345
2017-01-01,1,697,20070101711109,30.58,59.99,1,8.9985
2017-01-01,1,637,20070101715589,30.58,59.99,1,8.9985
2017-01-01,6,530,20070101711439,13.1,25.69,1,5.138
2017-01-01,6,591,20070101811379,13.1,25.69,1,5.138
2017-01-01,6,567,20070101311579,13.1,25.69,1,5.138
2017-01-01,6,637,20070101715589,13.1,25.69,1,3.8535
2017-01-01,6,613,20070101811759,13.1,25.69,1,3.8535
2017-01-01,6,534,20070101611099,13.1,25.69,1,3.8535
2017-01-01,9,670,20070101311509,216.12,469.97,1,23.4985
2017-01-01,10,591,20070101811379,58.36,126.9,1,25.38
2017-01-01,10,529,20070101411339,58.36,126.9,1,25.38
2017-01-01,1,449,200701011CS449,30.58,59.99,1,11.998
2017-01-01,6,449,200701011CS449,13.1,25.69,1,5.138
2017-01-01,17,499,20070101311019,188.13,369.0,1,18.45
2017-01-01,10,670,20070101311509,58.36,126.9,1,6.345
2017-01-01,10,610,20070101511049,58.36,126.9,1,6.345
2017-01-01,10,694,20070101311129,58.36,126.9,1,6.345
2017-01-01,10,499,20070101511019,58.36,126.9,1,6.345
2017-01-01,10,560,20070101812019,58.36,126.9,1,6.345
2017-01-01,10,560,20070101312019,58.36,126.9,1,6.345
2017-01-02,10,690,20070102311188,58.36,126.9,1,6.345
2017-01-02,10,559,20070102311218,58.36,126.9,1,6.345
2017-01-02,10,690,20070102811158,58.36,126.9,1,6.345
2017-01-02,1,490,20070102524748,30.58,59.99,1,2.9995
2017-01-02,10,688,20070102812018,58.36,126.9,1,6.345
2017-01-02,10,517,20070102512298,58.36,126.9,1,25.38
2017-01-02,9,690,20070102311188,216.12,469.97,1,23.4985
2017-01-02,10,425,200701022CS425,58.36,126.9,1,19.035
2017-01-02,10,674,20070102311418,58.36,126.9,1,25.38
2017-01-02,10,666,20070102811398,58.36,126.9,1,25.38
2017-01-02,10,576,20070102811468,58.36,126.9,1,25.38
2017-01-02,1,642,20070102312758,30.58,59.99,1,2.9995
2017-01-02,6,517,20070102212298,13.1,25.69,1,5.138
2017-01-02,6,502,20070102520308,13.1,25.69,1,1.2845
2017-01-02,6,650,20070102312398,13.1,25.69,1,5.138
2017-01-02,6,666,20070102811398,13.1,25.69,1,5.138
2017-01-02,6,545,20070102311588,13.1,25.69,1,5.138
2017-01-02,6,507,20070102813028,13.1,25.69,1,1.2845
2017-01-02,1,545,20070102311588,30.58,59.99,1,11.998
2017-01-02,1,502,20070102520308,30.58,59.99,1,2.9995
2017-01-02,1,666,20070102811398,30.58,59.99,1,11.998
2017-01-02,6,642,20070102312758,13.1,25.69,1,1.2845
2017-01-02,6,490,20070102524748,13.1,25.69,1,1.2845
2017-01-02,20,425,200701023CS425,69.25,209.0,17,532.95
2017-01-02,19,425,200701023CS425,254.4,499.0,16,1197.6
2017-01-02,20,425,200701023CS425,73.12,159.0,18,429.3
2017-01-02,10,425,200701022CS425,35.18,69.0,7,72.45
2017-01-02,15,425,200701023CS425,321.44,699.0,8,838.8
2017-01-02,19,425,200701023CS425,116.75,229.0,14,480.9
2017-01-02,17,425,200701023CS425,188.13,369.0,23,1273.05
2017-01-02,15,425,200701023CS425,275.46,599.0,24,2156.4
2017-01-02,17,425,200701023CS425,188.13,369.0,46,2546.1
2017-01-02,18,425,200701023CS425,24.98,49.0,10,73.5
2017-01-02,17,425,200701023CS425,152.9,299.9,23,1034.655
2017-01-02,19,425,200701023CS425,254.4,499.0,7,523.95
2017-01-02,15,425,200701023CS425,275.46,599.0,6,539.1
2017-01-02,13,425,200701022CS425,111.65,219.0,6,197.1
2017-01-02,20,425,200701023CS425,90.13,196.0,6,176.4
2017-01-02,10,425,200701028CS425,58.36,126.9,1,19.035
2017-01-02,9,425,200701028CS425,216.12,469.97,1,70.4955
2017-01-02,4,425,200701021CS425,76.45,149.95,6,134.955
2017-01-02,13,425,200701022CS425,142.24,279.0,4,167.4
2017-01-02,10,425,200701022CS425,33.65,66.0,2,19.8
2017-01-02,13,425,200701022CS425,142.24,279.0,4,167.4
2017-01-02,15,425,200701023CS425,195.24,382.95,9,516.9825
2017-01-02,18,425,200701023CS425,50.47,99.0,5,74.25
2017-01-02,6,483,20070102512297,13.1,25.69,1,5.138
2017-01-02,6,483,20070102312297,13.1,25.69,1,5.138
2017-01-02,6,554,20070102811107,13.1,25.69,1,3.8535
2017-01-02,6,471,20070102713617,13.1,25.69,1,3.8535
2017-01-02,6,706,20070102611457,13.1,25.69,1,3.8535
2017-01-02,6,525,20070102712317,13.1,25.69,1,5.138
2017-01-02,6,506,20070102712637,13.1,25.69,1,5.138
2017-01-02,6,485,20070102411387,13.1,25.69,1,5.138
2017-01-02,6,595,20070102611347,13.1,25.69,1,5.138
2017-01-02,6,586,20070102211567,13.1,25.69,1,5.138
2017-01-02,1,559,20070102411157,30.58,59.99,1,2.9995
2017-01-02,1,483,20070102312297,30.58,59.99,1,11.998
2017-01-02,10,469,20070102311227,58.36,126.9,1,6.345
2017-01-02,10,693,20070102311197,58.36,126.9,1,6.345
2017-01-02,10,495,20070102811167,58.36,126.9,1,6.345
2017-01-02,6,559,20070102411157,13.1,25.69,1,1.2845
2017-01-02,6,699,20070102713047,13.1,25.69,1,3.8535
2017-01-02,6,535,20070102811067,13.1,25.69,1,1.2845
2017-01-02,1,586,20070102211567,30.58,59.99,1,11.998
2017-01-02,6,490,20070102713267,13.1,25.69,1,1.2845
2017-01-02,6,580,20070102411196,13.1,25.69,1,1.2845
2017-01-02,6,580,20070102611196,13.1,25.69,1,1.2845
2017-01-02,6,703,20070102311226,13.1,25.69,1,1.2845
2017-01-02,6,536,20070102211216,13.1,25.69,1,1.2845
2017-01-02,6,511,20070102311136,13.1,25.69,1,1.2845
2017-01-02,1,567,20070102811496,30.58,59.99,1,11.998
2017-01-02,6,682,20070102814096,13.1,25.69,1,1.2845
2017-01-02,6,467,20070102511276,13.1,25.69,1,1.2845
2017-01-02,6,535,20070102211266,13.1,25.69,1,1.2845
2017-01-02,6,651,20070102311376,13.1,25.69,1,5.138
2017-01-02,6,529,20070102811336,13.1,25.69,1,5.138
2017-01-02,6,705,20070102312506,13.1,25.69,1,5.138
2017-01-02,6,567,20070102811496,13.1,25.69,1,5.138
2017-01-02,6,656,20070102614236,13.1,25.69,1,3.8535
2017-01-02,6,445,20070102711706,13.1,25.69,1,1.2845
2017-01-02,6,646,20070102211446,13.1,25.69,1,3.8535
2017-01-02,6,632,20070102711986,13.1,25.69,1,3.8535
2017-01-02,1,651,20070102311376,30.58,59.99,1,11.998
2017-01-02,10,586,200701024CS427,58.36,126.9,1,25.38
2017-01-02,10,586,200701025CS427,58.36,126.9,1,25.38
2017-01-02,10,474,20070102811386,58.36,126.9,1,25.38
2017-01-02,10,586,200701023CS427,58.36,126.9,1,25.38
2017-01-02,9,586,200701024CS427,216.12,469.97,1,93.994
2017-01-02,15,586,200701023CS427,430.38,1299.0,4,1039.2
2017-01-02,9,586,200701023CS427,216.12,469.97,1,93.994
2017-01-02,9,586,200701025CS427,216.12,469.97,1,93.994
2017-01-02,10,541,20070102511596,58.36,126.9,1,25.38
2017-01-02,1,467,20070102511276,30.58,59.99,1,2.9995
2017-01-02,1,511,20070102311136,30.58,59.99,1,2.9995
2017-01-02,1,535,20070102211266,30.58,59.99,1,2.9995
2017-01-02,1,580,20070102611196,30.58,59.99,1,2.9995
2017-01-02,10,507,20070102311206,58.36,126.9,1,6.345
2017-01-02,10,573,20070102813056,58.36,126.9,1,6.345
2017-01-02,1,632,20070102711986,30.58,59.99,1,8.9985
2017-01-02,1,656,20070102614236,30.58,59.99,1,8.9985
2017-01-02,6,443,20070102411515,13.1,25.69,1,1.2845
2017-01-02,6,470,20070102311945,13.1,25.69,1,1.2845
2017-01-02,6,443,20070102712205,13.1,25.69,1,1.2845
2017-01-02,6,527,20070102524275,13.1,25.69,1,1.2845
2017-01-02,6,693,20070102519215,13.1,25.69,1,1.2845
2017-01-02,6,467,20070102525335,13.1,25.69,1,1.2845
2017-01-02,6,682,20070102311215,13.1,25.69,1,1.2845
2017-01-02,6,642,20070102311265,13.1,25.69,1,1.2845
2017-01-02,6,665,20070102613345,13.1,25.69,1,1.2845
2017-01-02,6,691,20070102522345,13.1,25.69,1,1.2845
2017-01-02,6,498,20070102711615,13.1,25.69,1,5.138
2017-01-02,6,498,20070102611615,13.1,25.69,1,5.138
2017-01-02,6,506,20070102711475,13.1,25.69,1,5.138
2017-01-02,6,481,20070102412525,13.1,25.69,1,5.138
2017-01-02,6,621,20070102412295,13.1,25.69,1,5.138
2017-01-02,6,554,20070102611115,13.1,25.69,1,3.8535
2017-01-02,6,619,20070102521385,13.1,25.69,1,1.2845
2017-01-02,6,496,20070102811435,13.1,25.69,1,5.138
2017-01-02,6,509,20070102719105,13.1,25.69,1,3.8535
2017-01-02,1,481,20070102412525,30.58,59.99,1,11.998
2017-01-02,10,470,20070102811945,58.36,126.9,1,6.345
2017-01-02,10,657,20070102811425,58.36,126.9,1,25.38
2017-01-02,10,511,20070102311185,58.36,126.9,1,6.345
2017-01-02,10,443,20070102811155,58.36,126.9,1,6.345
2017-01-02,10,621,20070102512295,58.36,126.9,1,25.38
2017-01-02,10,483,20070102811395,58.36,126.9,1,25.38
2017-01-02,9,483,20070102811395,216.12,469.97,1,93.994
2017-01-02,10,496,20070102811435,58.36,126.9,1,25.38
2017-01-02,10,474,20070102311415,58.36,126.9,1,25.38
2017-01-02,10,500,20070102811935,58.36,126.9,1,6.345
2017-01-02,1,621,20070102412295,30.58,59.99,1,11.998
2017-01-02,1,496,20070102811435,30.58,59.99,1,11.998
2017-01-02,1,498,20070102711615,30.58,59.99,1,11.998
2017-01-02,1,498,20070102611615,30.58,59.99,1,11.998
2017-01-02,1,443,20070102411515,30.58,59.99,1,2.9995
2017-01-02,1,682,20070102311215,30.58,59.99,1,2.9995
2017-01-02,10,682,20070102311215,58.36,126.9,1,6.345
2017-01-02,1,470,20070102311945,30.58,59.99,1,2.9995
2017-01-02,1,642,20070102311265,30.58,59.99,1,2.9995
2017-01-02,6,586,200701021CS586,13.1,25.69,1,5.138
2017-01-02,6,469,20070102511220,13.1,25.69,1,1.2845
2017-01-02,6,568,20070102713160,13.1,25.69,1,3.8535
2017-01-02,6,580,20070102523260,13.1,25.69,1,1.2845
2017-01-02,6,470,20070102811160,13.1,25.69,1,1.2845
2017-01-02,6,540,20070102811420,13.1,25.69,1,5.138
2017-01-02,6,700,20070102311480,13.1,25.69,1,5.138
2017-01-02,6,637,20070102612700,13.1,25.69,1,3.8535
2017-01-02,6,646,20070102713110,13.1,25.69,1,3.8535
2017-01-02,1,700,20070102311480,30.58,59.99,1,11.998
2017-01-02,10,437,20070102311430,58.36,126.9,1,25.38
2017-01-02,10,597,20070102811170,58.36,126.9,1,6.345
2017-01-02,10,650,20070102811440,58.36,126.9,1,25.38
2017-01-02,10,437,20070102811430,58.36,126.9,1,25.38
2017-01-02,1,568,20070102713160,30.58,59.99,1,8.9985
2017-01-02,1,580,20070102523260,30.58,59.99,1,2.9995
2017-01-02,10,547,20070102311230,58.36,126.9,1,6.345
2017-01-02,10,701,20070102311200,58.36,126.9,1,6.345
2017-01-02,6,599,20070102712689,13.1,25.69,1,3.8535
2017-01-02,6,538,20070102411229,13.1,25.69,1,1.2845
2017-01-02,6,560,20070102812019,13.1,25.69,1,1.2845
2017-01-02,6,696,20070102711559,13.1,25.69,1,5.138
2017-01-02,6,529,20070102512549,13.1,25.69,1,5.138
2017-01-02,6,543,20070102311409,13.1,25.69,1,5.138
2017-01-02,6,765,20070102714699,13.1,25.69,1,5.138
2017-01-02,10,505,20070102311209,58.36,126.9,1,6.345
2017-01-02,10,535,20070102813029,58.36,126.9,1,6.345
2017-01-02,10,747,20070102811389,58.36,126.9,1,25.38
2017-01-02,10,442,20070102812419,58.36,126.9,1,6.345
2017-01-02,1,529,20070102512549,30.58,59.99,1,11.998
2017-01-02,1,765,20070102714699,30.58,59.99,1,11.998
2017-01-02,1,538,20070102411229,30.58,59.99,1,2.9995
2017-01-03,1,547,20070103313168,30.58,59.99,1,2.9995
2017-01-03,1,620,20070103312418,30.58,59.99,1,2.9995
2017-01-03,1,701,20070103528608,30.58,59.99,1,2.9995
2017-01-03,1,430,20070103411668,30.58,59.99,1,2.9995
2017-01-03,6,668,20070103211328,13.1,25.69,1,1.2845
2017-01-03,1,662,20070103614198,30.58,59.99,1,11.998
2017-01-03,1,674,20070103811418,30.58,59.99,1,11.998
2017-01-03,9,425,200701035CS425,216.12,469.97,1,70.4955
2017-01-03,19,425,200701033CS425,254.4,499.0,6,449.1
2017-01-03,15,425,200701033CS425,321.44,699.0,6,629.1
2017-01-03,10,425,200701035CS425,58.36,126.9,1,19.035
2017-01-03,10,642,20070103812758,58.36,126.9,1,6.345
2017-01-03,10,506,20070103811408,58.36,126.9,1,25.38
2017-01-03,10,548,20070103811478,58.36,126.9,1,25.38
2017-01-03,6,695,20070103714328,13.1,25.69,1,1.2845
2017-01-03,6,558,20070103713638,13.1,25.69,1,3.8535
2017-01-03,6,538,20070103528968,13.1,25.69,1,1.2845
2017-01-03,6,653,20070103711788,13.1,25.69,1,1.2845
2017-01-03,6,674,20070103811418,13.1,25.69,1,5.138
2017-01-03,6,529,20070103512718,13.1,25.69,1,5.138
2017-01-03,6,496,20070103812388,13.1,25.69,1,5.138
2017-01-03,6,662,20070103614198,13.1,25.69,1,5.138
2017-01-03,6,523,20070103411308,13.1,25.69,1,1.2845
2017-01-03,6,665,20070103527378,13.1,25.69,1,1.2845
2017-01-03,6,701,20070103528608,13.1,25.69,1,1.2845
2017-01-03,6,620,20070103312418,13.1,25.69,1,1.2845
2017-01-03,6,430,20070103411668,13.1,25.69,1,1.2845
2017-01-03,6,688,20070103211088,13.1,25.69,1,1.2845
2017-01-03,6,547,20070103313168,13.1,25.69,1,1.2845
2017-01-03,13,425,200701032CS425,229.47,499.0,8,598.8
2017-01-03,15,425,200701033CS425,321.44,699.0,8,838.8
2017-01-03,18,425,200701033CS425,271.35,819.0,8,982.8
2017-01-03,6,425,200701031CS425,13.1,25.69,7,26.9745
2017-01-03,6,425,200701031CS425,13.1,25.69,2,7.707
2017-01-03,18,425,200701033CS425,35.18,69.0,2,20.7
2017-01-03,19,425,200701033CS425,116.75,229.0,7,240.45
2017-01-03,20,425,200701033CS425,40.28,79.0,3,35.55
2017-01-03,15,425,200701033CS425,430.38,1299.0,25,4871.25
2017-01-03,15,425,200701033CS425,348.58,758.0,14,1591.8
2017-01-03,20,425,200701033CS425,90.13,196.0,15,441.0
2017-01-03,19,425,200701033CS425,70.87,139.0,3,62.55
2017-01-03,17,425,200701033CS425,137.63,269.95,11,445.4175
2017-01-03,18,425,200701033CS425,50.47,99.0,3,44.55
2017-01-03,9,425,200701032CS425,86.67,169.99,4,101.994
2017-01-03,18,425,200701033CS425,65.77,129.0,9,174.15
