ID,Data_Venda,ID_Subcategoria,Categoria,Valor_Final,Continente
200701013CS425,2017-01-01,20,Computers,2297.55,Asia
200701011CS425,2017-01-01,4,Audio,764.7449999999999,Asia
200701013CS425,2017-01-01,17,Computers,7527.6,Asia
200701013CS425,2017-01-01,15,Computers,8833.2,Asia
200701013CS425,2017-01-01,15,Computers,9664.5,Asia
200701013CS425,2017-01-01,15,Computers,9020.2,Asia
200701013CS425,2017-01-01,15,Computers,2929.5674999999997,Asia
20070101311088,2017-01-01,1,Audio,56.990500000000004,North America
200701013CS425,2017-01-01,15,Computers,2815.2,Asia
200701013CS425,2017-01-01,15,Computers,2929.5674999999997,Asia
20070101811388,2017-01-01,9,TV and Video,375.976,Europe
20070101311388,2017-01-01,9,TV and Video,375.976,Europe
200701018CS425,2017-01-01,9,TV and Video,399.47450000000003,Asia
20070101811338,2017-01-01,9,TV and Video,375.976,Europe
20070101511418,2017-01-01,10,TV and Video,101.52000000000001,Europe
200701013CS425,2017-01-01,10,TV and Video,107.86500000000001,Asia
200701018CS425,2017-01-01,10,TV and Video,107.86500000000001,Asia
200701013CS425,2017-01-01,20,Computers,861.9,Asia
200701013CS425,2017-01-01,20,Computers,1805.4,Asia
200701013CS425,2017-01-01,20,Computers,335.75,Asia
200701013CS425,2017-01-01,18,Computers,333.2,Asia
200701013CS425,2017-01-01,9,TV and Video,399.47450000000003,Asia
200701013CS425,2017-01-01,18,Computers,336.6,Asia
200701013CS425,2017-01-01,18,Computers,438.6,Asia
20070101511087,2017-01-01,1,Audio,56.990500000000004,North America
20070101811037,2017-01-01,6,Audio,24.4055,North America
20070101211167,2017-01-01,6,Audio,24.4055,North America
20070101711907,2017-01-01,1,Audio,50.9915,Asia
20070101811037,2017-01-01,1,Audio,56.990500000000004,North America
20070101811087,2017-01-01,1,Audio,56.990500000000004,North America
20070101711907,2017-01-01,6,Audio,21.8365,Asia
20070101111467,2017-01-01,6,Audio,21.8365,Asia
20070101712807,2017-01-01,6,Audio,20.552,Europe
20070101711307,2017-01-01,6,Audio,24.4055,North America
20070101811087,2017-01-01,6,Audio,24.4055,North America
20070101511087,2017-01-01,6,Audio,24.4055,North America
20070101311067,2017-01-01,10,TV and Video,120.555,North America
20070101311067,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101511347,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101811347,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101311037,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101811037,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101811347,2017-01-01,9,TV and Video,375.976,Europe
20070101311037,2017-01-01,10,TV and Video,120.555,North America
20070101811037,2017-01-01,10,TV and Video,120.555,North America
20070101811067,2017-01-01,10,TV and Video,120.555,North America
20070101211387,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101511087,2017-01-01,10,TV and Video,120.555,North America
20070101811087,2017-01-01,10,TV and Video,120.555,North America
20070101711076,2017-01-01,1,Audio,50.9915,Asia
20070101812766,2017-01-01,1,Audio,56.990500000000004,North America
20070101312766,2017-01-01,1,Audio,56.990500000000004,North America
20070101211016,2017-01-01,10,TV and Video,120.555,North America
20070101311136,2017-01-01,10,TV and Video,120.555,North America
20070101811936,2017-01-01,10,TV and Video,120.555,North America
20070101711406,2017-01-01,1,Audio,47.992000000000004,Europe
20070101514266,2017-01-01,6,Audio,24.4055,North America
20070101711076,2017-01-01,6,Audio,21.8365,Asia
20070101711406,2017-01-01,6,Audio,20.552,Europe
20070101611066,2017-01-01,6,Audio,24.4055,North America
20070101312766,2017-01-01,6,Audio,24.4055,North America
20070101812766,2017-01-01,6,Audio,24.4055,North America
20070101311016,2017-01-01,18,Computers,94.05,North America
20070101311376,2017-01-01,9,TV and Video,375.976,Europe
20070101811376,2017-01-01,9,TV and Video,375.976,Europe
200701014CS427,2017-01-01,9,TV and Video,375.976,Europe
200701014CS427,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101211016,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101811936,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101311376,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101511036,2017-01-01,10,TV and Video,120.555,North America
20070101511066,2017-01-01,10,TV and Video,120.555,North America
20070101411336,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101511376,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101811376,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101712655,2017-01-01,1,Audio,47.992000000000004,Europe
20070101511415,2017-01-01,1,Audio,47.992000000000004,Europe
20070101311415,2017-01-01,1,Audio,47.992000000000004,Europe
20070101711505,2017-01-01,6,Audio,24.4055,North America
20070101514885,2017-01-01,6,Audio,24.4055,North America
20070101511585,2017-01-01,1,Audio,47.992000000000004,Europe
20070101711175,2017-01-01,1,Audio,56.990500000000004,North America
20070101311935,2017-01-01,10,TV and Video,120.555,North America
20070101511135,2017-01-01,10,TV and Video,120.555,North America
20070101811135,2017-01-01,10,TV and Video,120.555,North America
20070101513715,2017-01-01,1,Audio,56.990500000000004,North America
20070101311135,2017-01-01,1,Audio,56.990500000000004,North America
20070101311085,2017-01-01,10,TV and Video,120.555,North America
20070101511585,2017-01-01,6,Audio,20.552,Europe
20070101712655,2017-01-01,6,Audio,20.552,Europe
20070101811245,2017-01-01,6,Audio,20.552,Europe
20070101811475,2017-01-01,6,Audio,20.552,Europe
20070101713845,2017-01-01,6,Audio,20.552,Europe
20070101211355,2017-01-01,6,Audio,20.552,Europe
20070101311415,2017-01-01,6,Audio,20.552,Europe
20070101711175,2017-01-01,6,Audio,24.4055,North America
20070101311135,2017-01-01,6,Audio,24.4055,North America
20070101711645,2017-01-01,6,Audio,24.4055,North America
20070101511415,2017-01-01,6,Audio,20.552,Europe
20070101513715,2017-01-01,6,Audio,24.4055,North America
20070101512015,2017-01-01,6,Audio,24.4055,North America
20070101411135,2017-01-01,10,TV and Video,120.555,North America
20070101811415,2017-01-01,9,TV and Video,375.976,Europe
20070101511135,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101811135,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101811335,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101311085,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101311935,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101311515,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101211015,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101311335,2017-01-01,9,TV and Video,375.976,Europe
20070101811335,2017-01-01,9,TV and Video,375.976,Europe
20070101311015,2017-01-01,18,Computers,94.05,North America
20070101311015,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101811015,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101311015,2017-01-01,10,TV and Video,120.555,North America
20070101211015,2017-01-01,10,TV and Video,120.555,North America
20070101311945,2017-01-01,10,TV and Video,120.555,North America
20070101311515,2017-01-01,10,TV and Video,120.555,North America
20070101311155,2017-01-01,10,TV and Video,120.555,North America
20070101811015,2017-01-01,10,TV and Video,120.555,North America
20070101411345,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101211335,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101311335,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101511335,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101511435,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101811415,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101511415,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101713650,2017-01-01,1,Audio,50.9915,Asia
20070101711010,2017-01-01,1,Audio,50.9915,Asia
20070101412300,2017-01-01,1,Audio,47.992000000000004,Europe
20070101611430,2017-01-01,1,Audio,47.992000000000004,Europe
20070101811020,2017-01-01,10,TV and Video,120.555,North America
20070101311140,2017-01-01,10,TV and Video,120.555,North America
20070101211040,2017-01-01,10,TV and Video,120.555,North America
20070101311020,2017-01-01,10,TV and Video,120.555,North America
20070101211140,2017-01-01,10,TV and Video,120.555,North America
20070101811340,2017-01-01,1,Audio,47.992000000000004,Europe
20070101811340,2017-01-01,6,Audio,20.552,Europe
20070101412300,2017-01-01,6,Audio,20.552,Europe
20070101411340,2017-01-01,6,Audio,20.552,Europe
20070101711340,2017-01-01,6,Audio,20.552,Europe
20070101611430,2017-01-01,6,Audio,20.552,Europe
20070101611260,2017-01-01,6,Audio,24.4055,North America
20070101711340,2017-01-01,1,Audio,47.992000000000004,Europe
20070101713650,2017-01-01,6,Audio,21.8365,Asia
20070101711010,2017-01-01,6,Audio,21.8365,Asia
20070101311020,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101811020,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101811400,2017-01-01,9,TV and Video,375.976,Europe
20070101311020,2017-01-01,17,Computers,350.55,North America
20070101311130,2017-01-01,18,Computers,94.05,North America
20070101211040,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101811350,2017-01-01,9,TV and Video,375.976,Europe
20070101311140,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101311040,2017-01-01,18,Computers,94.05,North America
20070101311400,2017-01-01,9,TV and Video,375.976,Europe
20070101511430,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101811400,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101811090,2017-01-01,10,TV and Video,120.555,North America
20070101511090,2017-01-01,10,TV and Video,120.555,North America
20070101311400,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101511350,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101811350,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101511400,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101511440,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101711439,2017-01-01,1,Audio,47.992000000000004,Europe
20070101811379,2017-01-01,1,Audio,47.992000000000004,Europe
20070101711109,2017-01-01,6,Audio,21.8365,Asia
20070101312419,2017-01-01,10,TV and Video,120.555,North America
20070101711109,2017-01-01,1,Audio,50.9915,Asia
20070101715589,2017-01-01,1,Audio,50.9915,Asia
20070101711439,2017-01-01,6,Audio,20.552,Europe
20070101811379,2017-01-01,6,Audio,20.552,Europe
20070101311579,2017-01-01,6,Audio,20.552,Europe
20070101715589,2017-01-01,6,Audio,21.8365,Asia
20070101811759,2017-01-01,6,Audio,21.8365,Asia
20070101611099,2017-01-01,6,Audio,21.8365,Asia
20070101311509,2017-01-01,9,TV and Video,446.47150000000005,North America
20070101811379,2017-01-01,10,TV and Video,101.52000000000001,Europe
20070101411339,2017-01-01,10,TV and Video,101.52000000000001,Europe
200701011CS449,2017-01-01,1,Audio,47.992000000000004,Europe
200701011CS449,2017-01-01,6,Audio,20.552,Europe
20070101311019,2017-01-01,17,Computers,350.55,North America
20070101311509,2017-01-01,10,TV and Video,120.555,North America
20070101511049,2017-01-01,10,TV and Video,120.555,North America
20070101311129,2017-01-01,10,TV and Video,120.555,North America
20070101511019,2017-01-01,10,TV and Video,120.555,North America
20070101812019,2017-01-01,10,TV and Video,120.555,North America
20070101312019,2017-01-01,10,TV and Video,120.555,North America
20070102311188,2017-01-02,10,TV and Video,120.555,North America
20070102311218,2017-01-02,10,TV and Video,120.555,North America
20070102811158,2017-01-02,10,TV and Video,120.555,North America
20070102524748,2017-01-02,1,Audio,56.990500000000004,North America
20070102812018,2017-01-02,10,TV and Video,120.555,North America
20070102512298,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102311188,2017-01-02,9,TV and Video,446.47150000000005,North America
200701022CS425,2017-01-02,10,TV and Video,107.86500000000001,Asia
20070102311418,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102811398,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102811468,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102312758,2017-01-02,1,Audio,56.990500000000004,North America
20070102212298,2017-01-02,6,Audio,20.552,Europe
20070102520308,2017-01-02,6,Audio,24.4055,North America
20070102312398,2017-01-02,6,Audio,20.552,Europe
20070102811398,2017-01-02,6,Audio,20.552,Europe
20070102311588,2017-01-02,6,Audio,20.552,Europe
20070102813028,2017-01-02,6,Audio,24.4055,North America
20070102311588,2017-01-02,1,Audio,47.992000000000004,Europe
20070102520308,2017-01-02,1,Audio,56.990500000000004,North America
20070102811398,2017-01-02,1,Audio,47.992000000000004,Europe
20070102312758,2017-01-02,6,Audio,24.4055,North America
20070102524748,2017-01-02,6,Audio,24.4055,North America
200701023CS425,2017-01-02,20,Computers,3020.05,Asia
200701023CS425,2017-01-02,19,Computers,6786.4,Asia
200701023CS425,2017-01-02,20,Computers,2432.7,Asia
200701022CS425,2017-01-02,10,TV and Video,410.55,Asia
200701023CS425,2017-01-02,15,Computers,4753.2,Asia
200701023CS425,2017-01-02,19,Computers,2725.1,Asia
200701023CS425,2017-01-02,17,Computers,7213.95,Asia
200701023CS425,2017-01-02,15,Computers,12219.6,Asia
200701023CS425,2017-01-02,17,Computers,14427.9,Asia
200701023CS425,2017-01-02,18,Computers,416.5,Asia
200701023CS425,2017-01-02,17,Computers,5863.045,Asia
200701023CS425,2017-01-02,19,Computers,2969.05,Asia
200701023CS425,2017-01-02,15,Computers,3054.9,Asia
200701022CS425,2017-01-02,13,TV and Video,1116.9,Asia
200701023CS425,2017-01-02,20,Computers,999.6,Asia
200701028CS425,2017-01-02,10,TV and Video,107.86500000000001,Asia
200701028CS425,2017-01-02,9,TV and Video,399.47450000000003,Asia
200701021CS425,2017-01-02,4,Audio,764.7449999999999,Asia
200701022CS425,2017-01-02,13,TV and Video,948.6,Asia
200701022CS425,2017-01-02,10,TV and Video,112.2,Asia
200701022CS425,2017-01-02,13,TV and Video,948.6,Asia
200701023CS425,2017-01-02,15,Computers,2929.5674999999997,Asia
200701023CS425,2017-01-02,18,Computers,420.75,Asia
20070102512297,2017-01-02,6,Audio,20.552,Europe
20070102312297,2017-01-02,6,Audio,20.552,Europe
20070102811107,2017-01-02,6,Audio,21.8365,Asia
20070102713617,2017-01-02,6,Audio,21.8365,Asia
20070102611457,2017-01-02,6,Audio,21.8365,Asia
20070102712317,2017-01-02,6,Audio,20.552,Europe
20070102712637,2017-01-02,6,Audio,20.552,Europe
20070102411387,2017-01-02,6,Audio,20.552,Europe
20070102611347,2017-01-02,6,Audio,20.552,Europe
20070102211567,2017-01-02,6,Audio,20.552,Europe
20070102411157,2017-01-02,1,Audio,56.990500000000004,North America
20070102312297,2017-01-02,1,Audio,47.992000000000004,Europe
20070102311227,2017-01-02,10,TV and Video,120.555,North America
20070102311197,2017-01-02,10,TV and Video,120.555,North America
20070102811167,2017-01-02,10,TV and Video,120.555,North America
20070102411157,2017-01-02,6,Audio,24.4055,North America
20070102713047,2017-01-02,6,Audio,21.8365,Asia
20070102811067,2017-01-02,6,Audio,24.4055,North America
20070102211567,2017-01-02,1,Audio,47.992000000000004,Europe
20070102713267,2017-01-02,6,Audio,24.4055,North America
20070102411196,2017-01-02,6,Audio,24.4055,North America
20070102611196,2017-01-02,6,Audio,24.4055,North America
20070102311226,2017-01-02,6,Audio,24.4055,North America
20070102211216,2017-01-02,6,Audio,24.4055,North America
20070102311136,2017-01-02,6,Audio,24.4055,North America
20070102811496,2017-01-02,1,Audio,47.992000000000004,Europe
20070102814096,2017-01-02,6,Audio,24.4055,North America
20070102511276,2017-01-02,6,Audio,24.4055,North America
20070102211266,2017-01-02,6,Audio,24.4055,North America
20070102311376,2017-01-02,6,Audio,20.552,Europe
20070102811336,2017-01-02,6,Audio,20.552,Europe
20070102312506,2017-01-02,6,Audio,20.552,Europe
20070102811496,2017-01-02,6,Audio,20.552,Europe
20070102614236,2017-01-02,6,Audio,21.8365,Asia
20070102711706,2017-01-02,6,Audio,24.4055,North America
20070102211446,2017-01-02,6,Audio,21.8365,Asia
20070102711986,2017-01-02,6,Audio,21.8365,Asia
20070102311376,2017-01-02,1,Audio,47.992000000000004,Europe
200701024CS427,2017-01-02,10,TV and Video,101.52000000000001,Europe
200701025CS427,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102811386,2017-01-02,10,TV and Video,101.52000000000001,Europe
200701023CS427,2017-01-02,10,TV and Video,101.52000000000001,Europe
200701024CS427,2017-01-02,9,TV and Video,375.976,Europe
200701023CS427,2017-01-02,15,Computers,4156.8,Europe
200701023CS427,2017-01-02,9,TV and Video,375.976,Europe
200701025CS427,2017-01-02,9,TV and Video,375.976,Europe
20070102511596,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102511276,2017-01-02,1,Audio,56.990500000000004,North America
20070102311136,2017-01-02,1,Audio,56.990500000000004,North America
20070102211266,2017-01-02,1,Audio,56.990500000000004,North America
20070102611196,2017-01-02,1,Audio,56.990500000000004,North America
20070102311206,2017-01-02,10,TV and Video,120.555,North America
20070102813056,2017-01-02,10,TV and Video,120.555,North America
20070102711986,2017-01-02,1,Audio,50.9915,Asia
20070102614236,2017-01-02,1,Audio,50.9915,Asia
20070102411515,2017-01-02,6,Audio,24.4055,North America
20070102311945,2017-01-02,6,Audio,24.4055,North America
20070102712205,2017-01-02,6,Audio,24.4055,North America
20070102524275,2017-01-02,6,Audio,24.4055,North America
20070102519215,2017-01-02,6,Audio,24.4055,North America
20070102525335,2017-01-02,6,Audio,24.4055,North America
20070102311215,2017-01-02,6,Audio,24.4055,North America
20070102311265,2017-01-02,6,Audio,24.4055,North America
20070102613345,2017-01-02,6,Audio,24.4055,North America
20070102522345,2017-01-02,6,Audio,24.4055,North America
20070102711615,2017-01-02,6,Audio,20.552,Europe
20070102611615,2017-01-02,6,Audio,20.552,Europe
20070102711475,2017-01-02,6,Audio,20.552,Europe
20070102412525,2017-01-02,6,Audio,20.552,Europe
20070102412295,2017-01-02,6,Audio,20.552,Europe
20070102611115,2017-01-02,6,Audio,21.8365,Asia
20070102521385,2017-01-02,6,Audio,24.4055,North America
20070102811435,2017-01-02,6,Audio,20.552,Europe
20070102719105,2017-01-02,6,Audio,21.8365,Asia
20070102412525,2017-01-02,1,Audio,47.992000000000004,Europe
20070102811945,2017-01-02,10,TV and Video,120.555,North America
20070102811425,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102311185,2017-01-02,10,TV and Video,120.555,North America
20070102811155,2017-01-02,10,TV and Video,120.555,North America
20070102512295,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102811395,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102811395,2017-01-02,9,TV and Video,375.976,Europe
20070102811435,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102311415,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102811935,2017-01-02,10,TV and Video,120.555,North America
20070102412295,2017-01-02,1,Audio,47.992000000000004,Europe
20070102811435,2017-01-02,1,Audio,47.992000000000004,Europe
20070102711615,2017-01-02,1,Audio,47.992000000000004,Europe
20070102611615,2017-01-02,1,Audio,47.992000000000004,Europe
20070102411515,2017-01-02,1,Audio,56.990500000000004,North America
20070102311215,2017-01-02,1,Audio,56.990500000000004,North America
20070102311215,2017-01-02,10,TV and Video,120.555,North America
20070102311945,2017-01-02,1,Audio,56.990500000000004,North America
20070102311265,2017-01-02,1,Audio,56.990500000000004,North America
200701021CS586,2017-01-02,6,Audio,20.552,Europe
20070102511220,2017-01-02,6,Audio,24.4055,North America
20070102713160,2017-01-02,6,Audio,21.8365,Asia
20070102523260,2017-01-02,6,Audio,24.4055,North America
20070102811160,2017-01-02,6,Audio,24.4055,North America
20070102811420,2017-01-02,6,Audio,20.552,Europe
20070102311480,2017-01-02,6,Audio,20.552,Europe
20070102612700,2017-01-02,6,Audio,21.8365,Asia
20070102713110,2017-01-02,6,Audio,21.8365,Asia
20070102311480,2017-01-02,1,Audio,47.992000000000004,Europe
20070102311430,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102811170,2017-01-02,10,TV and Video,120.555,North America
20070102811440,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102811430,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102713160,2017-01-02,1,Audio,50.9915,Asia
20070102523260,2017-01-02,1,Audio,56.990500000000004,North America
20070102311230,2017-01-02,10,TV and Video,120.555,North America
20070102311200,2017-01-02,10,TV and Video,120.555,North America
20070102712689,2017-01-02,6,Audio,21.8365,Asia
20070102411229,2017-01-02,6,Audio,24.4055,North America
20070102812019,2017-01-02,6,Audio,24.4055,North America
20070102711559,2017-01-02,6,Audio,20.552,Europe
20070102512549,2017-01-02,6,Audio,20.552,Europe
20070102311409,2017-01-02,6,Audio,20.552,Europe
20070102714699,2017-01-02,6,Audio,20.552,Europe
20070102311209,2017-01-02,10,TV and Video,120.555,North America
20070102813029,2017-01-02,10,TV and Video,120.555,North America
20070102811389,2017-01-02,10,TV and Video,101.52000000000001,Europe
20070102812419,2017-01-02,10,TV and Video,120.555,North America
20070102512549,2017-01-02,1,Audio,47.992000000000004,Europe
20070102714699,2017-01-02,1,Audio,47.992000000000004,Europe
20070102411229,2017-01-02,1,Audio,56.990500000000004,North America
20070103313168,2017-01-03,1,Audio,56.990500000000004,North America
20070103312418,2017-01-03,1,Audio,56.990500000000004,North America
20070103528608,2017-01-03,1,Audio,56.990500000000004,North America
20070103411668,2017-01-03,1,Audio,56.990500000000004,North America
20070103211328,2017-01-03,6,Audio,24.4055,North America
20070103614198,2017-01-03,1,Audio,47.992000000000004,Europe
20070103811418,2017-01-03,1,Audio,47.992000000000004,Europe
200701035CS425,2017-01-03,9,TV and Video,399.47450000000003,Asia
200701033CS425,2017-01-03,19,Computers,2544.9,Asia
200701033CS425,2017-01-03,15,Computers,3564.9,Asia
200701035CS425,2017-01-03,10,TV and Video,107.86500000000001,Asia
20070103812758,2017-01-03,10,TV and Video,120.555,North America
20070103811408,2017-01-03,10,TV and Video,101.52000000000001,Europe
20070103811478,2017-01-03,10,TV and Video,101.52000000000001,Europe
20070103714328,2017-01-03,6,Audio,24.4055,North America
20070103713638,2017-01-03,6,Audio,21.8365,Asia
20070103528968,2017-01-03,6,Audio,24.4055,North America
20070103711788,2017-01-03,6,Audio,24.4055,North America
20070103811418,2017-01-03,6,Audio,20.552,Europe
20070103512718,2017-01-03,6,Audio,20.552,Europe
20070103812388,2017-01-03,6,Audio,20.552,Europe
20070103614198,2017-01-03,6,Audio,20.552,Europe
20070103411308,2017-01-03,6,Audio,24.4055,North America
20070103527378,2017-01-03,6,Audio,24.4055,North America
20070103528608,2017-01-03,6,Audio,24.4055,North America
20070103312418,2017-01-03,6,Audio,24.4055,North America
20070103411668,2017-01-03,6,Audio,24.4055,North America
20070103211088,2017-01-03,6,Audio,24.4055,North America
20070103313168,2017-01-03,6,Audio,24.4055,North America
200701032CS425,2017-01-03,13,TV and Video,3393.2,Asia
200701033CS425,2017-01-03,15,Computers,4753.2,Asia
200701033CS425,2017-01-03,18,Computers,5569.2,Asia
200701031CS425,2017-01-03,6,Audio,152.8555,Asia
200701031CS425,2017-01-03,6,Audio,43.673,Asia
200701033CS425,2017-01-03,18,Computers,117.3,Asia
200701033CS425,2017-01-03,19,Computers,1362.55,Asia
200701033CS425,2017-01-03,20,Computers,201.45,Asia
200701033CS425,2017-01-03,15,Computers,27603.75,Asia
200701033CS425,2017-01-03,15,Computers,9020.2,Asia
200701033CS425,2017-01-03,20,Computers,2499.0,Asia
200701033CS425,2017-01-03,19,Computers,354.45,Asia
200701033CS425,2017-01-03,17,Computers,2524.0325,Asia
200701033CS425,2017-01-03,18,Computers,252.45,Asia
200701032CS425,2017-01-03,9,TV and Video,577.966,Asia
200701033CS425,2017-01-03,18,Computers,986.85,Asia
200701033CS425,2017-01-03,15,Computers,5798.7,Asia
200701032CS425,2017-01-03,13,TV and Video,2287.35,Asia
200701033CS425,2017-01-03,20,Computers,1216.35,Asia
200701032CS425,2017-01-03,13,TV and Video,2550.0,Asia
200701032CS425,2017-01-03,13,TV and Video,3825.0,Asia
200701033CS425,2017-01-03,20,Computers,1598.85,Asia
200701031CS425,2017-01-03,4,Audio,509.8299999999999,Asia
200701033CS425,2017-01-03,18,Computers,438.6,Asia
200701033CS425,2017-01-03,18,Computers,200.6,Asia
200701031CS425,2017-01-03,6,Audio,109.18250000000002,Asia
200701032CS425,2017-01-03,13,TV and Video,1100.75,Asia
200701033CS425,2017-01-03,20,Computers,331.5,Asia
200701033CS425,2017-01-03,18,Computers,420.75,Asia
20070103211897,2017-01-03,6,Audio,21.8365,Asia
20070103721557,2017-01-03,6,Audio,21.8365,Asia
20070103211517,2017-01-03,6,Audio,24.4055,North America
20070103311537,2017-01-03,6,Audio,24.4055,North America
20070103711597,2017-01-03,6,Audio,20.552,Europe
20070103513507,2017-01-03,6,Audio,20.552,Europe
20070103513837,2017-01-03,6,Audio,20.552,Europe
20070103811567,2017-01-03,6,Audio,20.552,Europe
20070103713287,2017-01-03,6,Audio,24.4055,North America
20070103812127,2017-01-03,10,TV and Video,101.52000000000001,Europe
20070103813067,2017-01-03,1,Audio,56.990500000000004,North America
20070103312297,2017-01-03,10,TV and Video,101.52000000000001,Europe
20070103811487,2017-01-03,10,TV and Video,101.52000000000001,Europe
20070103513837,2017-01-03,1,Audio,47.992000000000004,Europe
20070103813067,2017-01-03,6,Audio,24.4055,North America
20070103713287,2017-01-03,1,Audio,56.990500000000004,North America
20070103811567,2017-01-03,1,Audio,47.992000000000004,Europe
20070103727356,2017-01-03,6,Audio,21.8365,Asia
20070103812266,2017-01-03,6,Audio,20.552,Europe
20070103315276,2017-01-03,6,Audio,24.4055,North America
20070103413056,2017-01-03,6,Audio,24.4055,North America
20070103511646,2017-01-03,6,Audio,24.4055,North America
20070103311426,2017-01-03,6,Audio,20.552,Europe
20070103513676,2017-01-03,6,Audio,20.552,Europe
20070103512856,2017-01-03,6,Audio,20.552,Europe
